id,ip_address,search_keywords,categories,name,domain,price,flag,country,location,load,features
931418,82.102.18.252,"['sha512', 'P2P']","[{'name': 'Standard VPN servers'}, {'name': 'P2P'}]",France #555,fr555.nordvpn.com,0,FR,France,"{'lat': 48.866667, 'long': 2.333333}",16,"{'ikev2': True, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': True, 'proxy_ssl_cybersec': True, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': True, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': False, 'openvpn_dedicated_tcp': False, 'skylark': False, 'mesh_relay': False}"
931430,185.9.18.84,"['sha512', 'P2P']","[{'name': 'Standard VPN servers'}, {'name': 'P2P'}]",Switzerland #219,ch219.nordvpn.com,0,CH,Switzerland,"{'lat': 47.366667, 'long': 8.55}",10,"{'ikev2': True, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': True, 'proxy_ssl_cybersec': True, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': True, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': False, 'openvpn_dedicated_tcp': False, 'skylark': False, 'mesh_relay': False}"
931490,195.206.104.156,"['sha512', 'P2P']","[{'name': 'Standard VPN servers'}, {'name': 'P2P'}]",United States #5064,us5064.nordvpn.com,0,US,United States,"{'lat': 34.0522222, 'long': -118.2427778}",7,"{'ikev2': True, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': True, 'proxy_ssl_cybersec': True, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': True, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': False, 'openvpn_dedicated_tcp': False, 'skylark': False, 'mesh_relay': False}"
931931,89.35.28.131,['sha512'],[{'name': 'Dedicated IP'}],United Kingdom #765,uk765.nordvpn.com,0,GB,United Kingdom,"{'lat': 51.514125, 'long': -0.093689}",0,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
931934,89.35.28.132,['sha512'],[{'name': 'Dedicated IP'}],United Kingdom #766,uk766.nordvpn.com,0,GB,United Kingdom,"{'lat': 51.514125, 'long': -0.093689}",1,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
932777,77.81.191.3,['sha512'],[{'name': 'Dedicated IP'}],United Kingdom #812,uk812.nordvpn.com,0,GB,United Kingdom,"{'lat': 51.514125, 'long': -0.093689}",4,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
932780,77.81.191.4,['sha512'],[{'name': 'Dedicated IP'}],United Kingdom #870,uk870.nordvpn.com,0,GB,United Kingdom,"{'lat': 51.514125, 'long': -0.093689}",0,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
932783,89.34.98.195,['sha512'],[{'name': 'Dedicated IP'}],United Kingdom #813,uk813.nordvpn.com,0,GB,United Kingdom,"{'lat': 51.514125, 'long': -0.093689}",0,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
932804,185.121.139.100,['sha512'],[{'name': 'Dedicated IP'}],United Kingdom #814,uk814.nordvpn.com,0,GB,United Kingdom,"{'lat': 51.514125, 'long': -0.093689}",0,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
932972,89.34.99.131,['sha512'],[{'name': 'Dedicated IP'}],United Kingdom #871,uk871.nordvpn.com,0,GB,United Kingdom,"{'lat': 51.514125, 'long': -0.093689}",1,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
933098,195.206.180.3,['sha512'],[{'name': 'Dedicated IP'}],United Kingdom #873,uk873.nordvpn.com,0,GB,United Kingdom,"{'lat': 51.514125, 'long': -0.093689}",1,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
933101,195.206.180.4,['sha512'],[{'name': 'Dedicated IP'}],United Kingdom #874,uk874.nordvpn.com,0,GB,United Kingdom,"{'lat': 51.514125, 'long': -0.093689}",2,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
933104,195.206.180.131,['sha512'],[{'name': 'Dedicated IP'}],United Kingdom #875,uk875.nordvpn.com,0,GB,United Kingdom,"{'lat': 51.514125, 'long': -0.093689}",1,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
933107,195.206.180.132,['sha512'],[{'name': 'Dedicated IP'}],United Kingdom #876,uk876.nordvpn.com,0,GB,United Kingdom,"{'lat': 51.514125, 'long': -0.093689}",0,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
933110,185.130.184.115,['sha512'],[{'name': 'Dedicated IP'}],Germany #507,de507.nordvpn.com,0,DE,Germany,"{'lat': 50.116667, 'long': 8.683333}",1,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
933113,185.130.184.116,['sha512'],[{'name': 'Dedicated IP'}],Germany #508,de508.nordvpn.com,0,DE,Germany,"{'lat': 50.116667, 'long': 8.683333}",4,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
933116,185.130.184.117,['sha512'],[{'name': 'Dedicated IP'}],Germany #509,de509.nordvpn.com,0,DE,Germany,"{'lat': 50.116667, 'long': 8.683333}",2,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
933119,185.130.184.118,['sha512'],[{'name': 'Dedicated IP'}],Germany #510,de510.nordvpn.com,0,DE,Germany,"{'lat': 50.116667, 'long': 8.683333}",22,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
933302,81.19.217.3,['sha512'],[{'name': 'Dedicated IP'}],United Kingdom #877,uk877.nordvpn.com,0,GB,United Kingdom,"{'lat': 51.514125, 'long': -0.093689}",0,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
933305,81.19.217.5,['sha512'],[{'name': 'Dedicated IP'}],United Kingdom #878,uk878.nordvpn.com,0,GB,United Kingdom,"{'lat': 51.514125, 'long': -0.093689}",1,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
933308,96.9.246.179,['sha512'],[{'name': 'Dedicated IP'}],United States #2920,us2920.nordvpn.com,0,US,United States,"{'lat': 42.8863889, 'long': -78.8786111}",3,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
933311,96.9.246.180,['sha512'],[{'name': 'Dedicated IP'}],United States #2921,us2921.nordvpn.com,0,US,United States,"{'lat': 42.8863889, 'long': -78.8786111}",4,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
934646,81.19.223.3,['sha512'],[{'name': 'Dedicated IP'}],United Kingdom #879,uk879.nordvpn.com,0,GB,United Kingdom,"{'lat': 51.514125, 'long': -0.093689}",1,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
934649,81.19.223.4,['sha512'],[{'name': 'Dedicated IP'}],United Kingdom #880,uk880.nordvpn.com,0,GB,United Kingdom,"{'lat': 51.514125, 'long': -0.093689}",1,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
934691,96.9.247.187,['sha512'],[{'name': 'Dedicated IP'}],United States #2924,us2924.nordvpn.com,0,US,United States,"{'lat': 42.8863889, 'long': -78.8786111}",2,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
934694,96.9.247.188,['sha512'],[{'name': 'Dedicated IP'}],United States #2925,us2925.nordvpn.com,0,US,United States,"{'lat': 42.8863889, 'long': -78.8786111}",2,"{'ikev2': False, 'openvpn_udp': True, 'openvpn_tcp': True, 'socks': False, 'proxy': False, 'pptp': False, 'l2tp': False, 'openvpn_xor_udp': False, 'openvpn_xor_tcp': False, 'proxy_cybersec': False, 'proxy_ssl': False, 'proxy_ssl_cybersec': False, 'ikev2_v6': False, 'openvpn_udp_v6': False, 'openvpn_tcp_v6': False, 'wireguard_udp': False, 'openvpn_udp_tls_crypt': False, 'openvpn_tcp_tls_crypt': False, 'openvpn_dedicated_udp': True, 'openvpn_dedicated_tcp': True, 'skylark': False, 'mesh_relay': False}"
