ip,cn,id,name,country,dns,port_forward,protocol,offline
149.102.247.232,zagreb404,zagreb,Croatia,HR,zagreb.privacy.network,True,ovpntcp,
149.102.247.246,zagreb404,zagreb,Croatia,HR,zagreb.privacy.network,True,ovpnudp,
149.102.247.246,zagreb404,zagreb,Croatia,HR,zagreb.privacy.network,True,wg,
156.146.63.152,paris402,france,France,FR,france.privacy.network,True,ikev2,
156.146.63.134,paris402,france,France,FR,france.privacy.network,True,meta,
156.146.63.149,paris402,france,France,FR,france.privacy.network,True,ovpntcp,
156.146.63.157,paris402,france,France,FR,france.privacy.network,True,ovpnudp,
156.146.63.151,paris402,france,France,FR,france.privacy.network,True,wg,
154.6.151.196,melbourne434,au_australia-so,AU Australia Streaming Optimized,AU,au-australia-so.privacy.network,True,ikev2,
154.6.151.8,melbourne434,au_australia-so,AU Australia Streaming Optimized,AU,au-australia-so.privacy.network,True,meta,
154.6.151.203,melbourne434,au_australia-so,AU Australia Streaming Optimized,AU,au-australia-so.privacy.network,True,ovpntcp,
154.6.151.193,melbourne434,au_australia-so,AU Australia Streaming Optimized,AU,au-australia-so.privacy.network,True,ovpnudp,
154.6.151.203,melbourne434,au_australia-so,AU Australia Streaming Optimized,AU,au-australia-so.privacy.network,True,wg,
154.6.12.18,pennsylvania401,us_pennsylvania-pf,US Pennsylvania,US,us-pennsylvania-pf.privacy.network,False,ikev2,
154.6.12.2,pennsylvania401,us_pennsylvania-pf,US Pennsylvania,US,us-pennsylvania-pf.privacy.network,False,meta,
154.6.12.16,pennsylvania401,us_pennsylvania-pf,US Pennsylvania,US,us-pennsylvania-pf.privacy.network,False,ovpntcp,
154.6.12.20,pennsylvania401,us_pennsylvania-pf,US Pennsylvania,US,us-pennsylvania-pf.privacy.network,False,ovpnudp,
154.6.12.3,pennsylvania401,us_pennsylvania-pf,US Pennsylvania,US,us-pennsylvania-pf.privacy.network,False,wg,
181.41.206.173,denver427,us_denver,US Denver,US,us-denver.privacy.network,False,ikev2,
181.41.206.12,denver427,us_denver,US Denver,US,us-denver.privacy.network,False,meta,
181.41.206.176,denver427,us_denver,US Denver,US,us-denver.privacy.network,False,ovpntcp,
181.41.206.173,denver427,us_denver,US Denver,US,us-denver.privacy.network,False,ovpnudp,
181.41.206.170,denver427,us_denver,US Denver,US,us-denver.privacy.network,False,wg,
91.90.124.31,douglas404,man,Isle of Man,IM,man.privacy.network,True,ikev2,
91.90.124.20,douglas404,man,Isle of Man,IM,man.privacy.network,True,meta,
91.90.124.24,douglas404,man,Isle of Man,IM,man.privacy.network,True,ovpntcp,
91.90.124.21,douglas404,man,Isle of Man,IM,man.privacy.network,True,ovpnudp,
91.90.124.28,douglas404,man,Isle of Man,IM,man.privacy.network,True,wg,
149.57.29.155,saltlake401,us-saltlakecity,US Salt Lake City,US,us-saltlakecity.privacy.network,False,ikev2,
149.57.29.129,saltlake401,us-saltlakecity,US Salt Lake City,US,us-saltlakecity.privacy.network,False,meta,
149.57.29.139,saltlake401,us-saltlakecity,US Salt Lake City,US,us-saltlakecity.privacy.network,False,ovpntcp,
149.57.29.142,saltlake401,us-saltlakecity,US Salt Lake City,US,us-saltlakecity.privacy.network,False,ovpnudp,
149.57.29.138,saltlake401,us-saltlakecity,US Salt Lake City,US,us-saltlakecity.privacy.network,False,wg,
91.90.126.38,panama405,panama,Panama,PA,panama.privacy.network,True,ikev2,
91.90.126.35,panama405,panama,Panama,PA,panama.privacy.network,True,meta,
91.90.126.40,panama405,panama,Panama,PA,panama.privacy.network,True,ovpntcp,
91.90.126.37,panama405,panama,Panama,PA,panama.privacy.network,True,ovpnudp,
91.90.126.43,panama405,panama,Panama,PA,panama.privacy.network,True,wg,
37.120.221.216,bratislava402,sk,Slovakia,SK,sk.privacy.network,True,ikev2,
37.120.221.210,bratislava402,sk,Slovakia,SK,sk.privacy.network,True,meta,
37.120.221.214,bratislava402,sk,Slovakia,SK,sk.privacy.network,True,ovpntcp,
37.120.221.220,bratislava402,sk,Slovakia,SK,sk.privacy.network,True,ovpnudp,
37.120.221.217,bratislava402,sk,Slovakia,SK,sk.privacy.network,True,wg,
172.98.87.214,phoenix408,us3,US West,US,us3.privacy.network,False,ikev2,
172.98.87.194,phoenix408,us3,US West,US,us3.privacy.network,False,meta,
172.98.87.211,phoenix408,us3,US West,US,us3.privacy.network,False,ovpntcp,
172.98.87.207,phoenix408,us3,US West,US,us3.privacy.network,False,ovpnudp,
172.98.87.201,phoenix408,us3,US West,US,us3.privacy.network,False,wg,
149.57.29.21,honolulu401,us-honolulu,US Honolulu,US,us-honolulu.privacy.network,False,ikev2,
149.57.29.1,honolulu401,us-honolulu,US Honolulu,US,us-honolulu.privacy.network,False,meta,
149.57.29.6,honolulu401,us-honolulu,US Honolulu,US,us-honolulu.privacy.network,False,ovpntcp,
149.57.29.30,honolulu401,us-honolulu,US Honolulu,US,us-honolulu.privacy.network,False,ovpnudp,
149.57.29.11,honolulu401,us-honolulu,US Honolulu,US,us-honolulu.privacy.network,False,wg,
195.246.120.117,stockholm404,sweden,SE Stockholm,SE,sweden.privacy.network,True,ikev2,
46.246.3.106,stockholm404,sweden,SE Stockholm,SE,sweden.privacy.network,True,meta,
195.246.120.120,stockholm404,sweden,SE Stockholm,SE,sweden.privacy.network,True,ovpntcp,
195.246.120.133,stockholm404,sweden,SE Stockholm,SE,sweden.privacy.network,True,ovpnudp,
195.246.120.136,stockholm404,sweden,SE Stockholm,SE,sweden.privacy.network,True,wg,
188.241.80.55,china407,china,China,CN,china.privacy.network,True,ikev2,
188.241.80.43,china407,china,China,CN,china.privacy.network,True,meta,
188.241.80.50,china407,china,China,CN,china.privacy.network,True,ovpntcp,
188.241.80.48,china407,china,China,CN,china.privacy.network,True,ovpnudp,
188.241.80.48,china407,china,China,CN,china.privacy.network,True,wg,
191.96.37.206,seattle418,us_seattle,US Seattle,US,us-seattle.privacy.network,False,ikev2,
191.96.37.188,seattle418,us_seattle,US Seattle,US,us-seattle.privacy.network,False,meta,
191.96.37.213,seattle418,us_seattle,US Seattle,US,us-seattle.privacy.network,False,ovpntcp,
191.96.37.217,seattle418,us_seattle,US Seattle,US,us-seattle.privacy.network,False,ovpnudp,
191.96.37.190,seattle418,us_seattle,US Seattle,US,us-seattle.privacy.network,False,wg,
188.126.89.10,helsinki401,fi_2,FI Streaming Optimized,FI,fi-2.privacy.network,True,ikev2,
188.126.89.2,helsinki401,fi_2,FI Streaming Optimized,FI,fi-2.privacy.network,True,meta,
188.126.89.28,helsinki401,fi_2,FI Streaming Optimized,FI,fi-2.privacy.network,True,ovpntcp,
188.126.89.15,helsinki401,fi_2,FI Streaming Optimized,FI,fi-2.privacy.network,True,ovpnudp,
188.126.89.6,helsinki401,fi_2,FI Streaming Optimized,FI,fi-2.privacy.network,True,wg,
45.133.193.38,reykjavik401,is,Iceland,IS,is.privacy.network,True,ikev2,
45.133.193.34,reykjavik401,is,Iceland,IS,is.privacy.network,True,meta,
45.133.193.44,reykjavik401,is,Iceland,IS,is.privacy.network,True,ovpntcp,
45.133.193.44,reykjavik401,is,Iceland,IS,is.privacy.network,True,ovpnudp,
45.133.193.35,reykjavik401,is,Iceland,IS,is.privacy.network,True,wg,
216.24.216.234,frankfurt416,de-frankfurt,DE Frankfurt,DE,de-frankfurt.privacy.network,True,ikev2,
216.24.216.7,frankfurt416,de-frankfurt,DE Frankfurt,DE,de-frankfurt.privacy.network,True,meta,
216.24.216.239,frankfurt416,de-frankfurt,DE Frankfurt,DE,de-frankfurt.privacy.network,True,ovpntcp,
216.24.216.218,frankfurt416,de-frankfurt,DE Frankfurt,DE,de-frankfurt.privacy.network,True,ovpnudp,
216.24.216.224,frankfurt416,de-frankfurt,DE Frankfurt,DE,de-frankfurt.privacy.network,True,wg,
31.171.154.77,tirana403,al,Albania,AL,al.privacy.network,True,ikev2,
31.171.154.66,tirana403,al,Albania,AL,al.privacy.network,True,meta,
31.171.154.68,tirana403,al,Albania,AL,al.privacy.network,True,ovpntcp,
31.171.154.72,tirana403,al,Albania,AL,al.privacy.network,True,ovpnudp,
31.171.154.71,tirana403,al,Albania,AL,al.privacy.network,True,wg,
154.6.85.8,indiana401,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,ikev2,
154.6.85.2,indiana401,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,meta,
154.6.85.9,indiana401,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,ovpntcp,
154.6.85.11,indiana401,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,ovpnudp,
154.6.85.21,indiana401,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,wg,
95.181.239.5,srilanka403,srilanka,Sri Lanka,LK,srilanka.privacy.network,True,ikev2,
95.181.239.2,srilanka403,srilanka,Sri Lanka,LK,srilanka.privacy.network,True,meta,
95.181.239.8,srilanka403,srilanka,Sri Lanka,LK,srilanka.privacy.network,True,ovpntcp,
95.181.239.8,srilanka403,srilanka,Sri Lanka,LK,srilanka.privacy.network,True,ovpnudp,
95.181.239.12,srilanka403,srilanka,Sri Lanka,LK,srilanka.privacy.network,True,wg,
154.6.13.25,massachusetts401,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,ikev2,
154.6.13.2,massachusetts401,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,meta,
154.6.13.15,massachusetts401,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,ovpntcp,
154.6.13.10,massachusetts401,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,ovpnudp,
154.6.13.6,massachusetts401,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,wg,
196.196.53.138,riga408,lv,Latvia,LV,lv.privacy.network,True,ikev2,
196.196.53.130,riga408,lv,Latvia,LV,lv.privacy.network,True,meta,
196.196.53.136,riga408,lv,Latvia,LV,lv.privacy.network,True,ovpntcp,
196.196.53.134,riga408,lv,Latvia,LV,lv.privacy.network,True,ovpnudp,
196.196.53.134,riga408,lv,Latvia,LV,lv.privacy.network,True,wg,
154.47.20.133,tokyo401,japan_2,JP Streaming Optimized,JP,japan-2.privacy.network,True,ikev2,
154.47.20.129,tokyo401,japan_2,JP Streaming Optimized,JP,japan-2.privacy.network,True,meta,
154.47.20.143,tokyo401,japan_2,JP Streaming Optimized,JP,japan-2.privacy.network,True,ovpntcp,
154.47.20.147,tokyo401,japan_2,JP Streaming Optimized,JP,japan-2.privacy.network,True,ovpnudp,
154.47.20.138,tokyo401,japan_2,JP Streaming Optimized,JP,japan-2.privacy.network,True,wg,
149.57.16.135,wilmington401,us-wilmington,US Wilmington,US,us-wilmington.privacy.network,False,ikev2,
149.57.16.129,wilmington401,us-wilmington,US Wilmington,US,us-wilmington.privacy.network,False,meta,
149.57.16.137,wilmington401,us-wilmington,US Wilmington,US,us-wilmington.privacy.network,False,ovpntcp,
149.57.16.141,wilmington401,us-wilmington,US Wilmington,US,us-wilmington.privacy.network,False,ovpnudp,
149.57.16.136,wilmington401,us-wilmington,US Wilmington,US,us-wilmington.privacy.network,False,wg,
154.16.81.111,sydney432,aus,AU Sydney,AU,au-sydney.privacy.network,True,ikev2,
154.16.81.5,sydney432,aus,AU Sydney,AU,au-sydney.privacy.network,True,meta,
154.16.81.123,sydney432,aus,AU Sydney,AU,au-sydney.privacy.network,True,ovpntcp,
154.16.81.125,sydney432,aus,AU Sydney,AU,au-sydney.privacy.network,True,ovpnudp,
154.16.81.129,sydney432,aus,AU Sydney,AU,au-sydney.privacy.network,True,wg,
146.70.65.150,nigeria406,nigeria,Nigeria,NG,nigeria.privacy.network,True,ikev2,
146.70.65.143,nigeria406,nigeria,Nigeria,NG,nigeria.privacy.network,True,meta,
146.70.65.155,nigeria406,nigeria,Nigeria,NG,nigeria.privacy.network,True,ovpntcp,
146.70.65.150,nigeria406,nigeria,Nigeria,NG,nigeria.privacy.network,True,ovpnudp,
146.70.65.149,nigeria406,nigeria,Nigeria,NG,nigeria.privacy.network,True,wg,
212.102.63.130,london402,uk,UK London,GB,uk-london.privacy.network,True,ikev2,
212.102.63.129,london402,uk,UK London,GB,uk-london.privacy.network,True,meta,
212.102.63.155,london402,uk,UK London,GB,uk-london.privacy.network,True,ovpntcp,
212.102.63.158,london402,uk,UK London,GB,uk-london.privacy.network,True,ovpnudp,
212.102.63.151,london402,uk,UK London,GB,uk-london.privacy.network,True,wg,
176.125.229.5,montenegro403,montenegro,Montenegro,ME,montenegro.privacy.network,True,ikev2,
176.125.229.2,montenegro403,montenegro,Montenegro,ME,montenegro.privacy.network,True,meta,
176.125.229.12,montenegro403,montenegro,Montenegro,ME,montenegro.privacy.network,True,ovpntcp,
176.125.229.11,montenegro403,montenegro,Montenegro,ME,montenegro.privacy.network,True,ovpnudp,
176.125.229.4,montenegro403,montenegro,Montenegro,ME,montenegro.privacy.network,True,wg,
185.225.31.30,macedonia402,mk,North Macedonia,MK,mk.privacy.network,True,ikev2,
185.225.31.18,macedonia402,mk,North Macedonia,MK,mk.privacy.network,True,meta,
185.225.31.20,macedonia402,mk,North Macedonia,MK,mk.privacy.network,True,ovpntcp,
185.225.31.26,macedonia402,mk,North Macedonia,MK,mk.privacy.network,True,ovpnudp,
185.225.31.27,macedonia402,mk,North Macedonia,MK,mk.privacy.network,True,wg,
37.46.113.155,luxembourg412,lu,Luxembourg,LU,lu.privacy.network,True,ikev2,
37.46.113.153,luxembourg412,lu,Luxembourg,LU,lu.privacy.network,True,meta,
37.46.113.182,luxembourg412,lu,Luxembourg,LU,lu.privacy.network,True,ovpntcp,
37.46.113.162,luxembourg412,lu,Luxembourg,LU,lu.privacy.network,True,ovpnudp,
37.46.113.184,luxembourg412,lu,Luxembourg,LU,lu.privacy.network,True,wg,
98.159.234.26,southampton401,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,ikev2,
98.159.234.1,southampton401,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,meta,
98.159.234.2,southampton401,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,ovpntcp,
98.159.234.30,southampton401,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,ovpnudp,
98.159.234.22,southampton401,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,wg,
154.6.93.22,wyoming401,us_wyoming-pf,US Wyoming,US,us-wyoming-pf.privacy.network,False,ikev2,
154.6.93.2,wyoming401,us_wyoming-pf,US Wyoming,US,us-wyoming-pf.privacy.network,False,meta,
154.6.93.9,wyoming401,us_wyoming-pf,US Wyoming,US,us-wyoming-pf.privacy.network,False,ovpntcp,
154.6.93.5,wyoming401,us_wyoming-pf,US Wyoming,US,us-wyoming-pf.privacy.network,False,ovpnudp,
154.6.93.4,wyoming401,us_wyoming-pf,US Wyoming,US,us-wyoming-pf.privacy.network,False,wg,
217.138.192.222,budapest401,hungary,Hungary,HU,hungary.privacy.network,True,ikev2,False
185.189.114.102,budapest401,hungary,Hungary,HU,hungary.privacy.network,True,meta,False
217.138.192.218,budapest401,hungary,Hungary,HU,hungary.privacy.network,True,ovpntcp,False
217.138.192.222,budapest401,hungary,Hungary,HU,hungary.privacy.network,True,ovpnudp,False
217.138.192.220,budapest401,hungary,Hungary,HU,hungary.privacy.network,True,wg,False
91.90.122.27,liechtenstein401,liechtenstein,Liechtenstein,LI,liechtenstein.privacy.network,True,ikev2,False
91.90.122.20,liechtenstein401,liechtenstein,Liechtenstein,LI,liechtenstein.privacy.network,True,meta,False
91.90.122.30,liechtenstein401,liechtenstein,Liechtenstein,LI,liechtenstein.privacy.network,True,ovpntcp,False
91.90.122.31,liechtenstein401,liechtenstein,Liechtenstein,LI,liechtenstein.privacy.network,True,ovpnudp,False
91.90.122.22,liechtenstein401,liechtenstein,Liechtenstein,LI,liechtenstein.privacy.network,True,wg,False
154.47.29.148,zagreb403,zagreb,Croatia,HR,zagreb.privacy.network,True,ikev2,False
154.47.29.129,zagreb403,zagreb,Croatia,HR,zagreb.privacy.network,True,meta,False
154.47.29.132,zagreb403,zagreb,Croatia,HR,zagreb.privacy.network,True,ovpntcp,False
154.47.29.130,zagreb403,zagreb,Croatia,HR,zagreb.privacy.network,True,ovpnudp,False
154.47.29.137,zagreb403,zagreb,Croatia,HR,zagreb.privacy.network,True,wg,False
169.150.248.213,jerusalem415,israel,Israel,IL,israel.privacy.network,True,ikev2,False
169.150.248.210,jerusalem415,israel,Israel,IL,israel.privacy.network,True,meta,False
169.150.248.211,jerusalem415,israel,Israel,IL,israel.privacy.network,True,ovpntcp,False
169.150.248.230,jerusalem415,israel,Israel,IL,israel.privacy.network,True,ovpnudp,False
169.150.248.235,jerusalem415,israel,Israel,IL,israel.privacy.network,True,wg,False
154.6.93.154,alaska401,us_alaska-pf,US Alaska,US,us-alaska-pf.privacy.network,False,ikev2,False
154.6.93.130,alaska401,us_alaska-pf,US Alaska,US,us-alaska-pf.privacy.network,False,meta,False
154.6.93.155,alaska401,us_alaska-pf,US Alaska,US,us-alaska-pf.privacy.network,False,ovpntcp,False
154.6.93.149,alaska401,us_alaska-pf,US Alaska,US,us-alaska-pf.privacy.network,False,ovpnudp,False
154.6.93.150,alaska401,us_alaska-pf,US Alaska,US,us-alaska-pf.privacy.network,False,wg,False
156.146.41.68,milano403,italy,IT Milano,IT,italy.privacy.network,True,ikev2,False
156.146.41.65,milano403,italy,IT Milano,IT,italy.privacy.network,True,meta,False
156.146.41.80,milano403,italy,IT Milano,IT,italy.privacy.network,True,ovpntcp,False
156.146.41.70,milano403,italy,IT Milano,IT,italy.privacy.network,True,ovpnudp,False
156.146.41.68,milano403,italy,IT Milano,IT,italy.privacy.network,True,wg,False
154.6.93.22,wyoming401,us_wyoming-pf,US Wyoming,US,us-wyoming-pf.privacy.network,False,ikev2,False
154.6.93.2,wyoming401,us_wyoming-pf,US Wyoming,US,us-wyoming-pf.privacy.network,False,meta,False
154.6.93.11,wyoming401,us_wyoming-pf,US Wyoming,US,us-wyoming-pf.privacy.network,False,ovpntcp,False
154.6.93.31,wyoming401,us_wyoming-pf,US Wyoming,US,us-wyoming-pf.privacy.network,False,ovpnudp,False
154.6.93.16,wyoming401,us_wyoming-pf,US Wyoming,US,us-wyoming-pf.privacy.network,False,wg,False
173.244.49.63,taiwan405,taiwan,Taiwan,TW,taiwan.privacy.network,True,ikev2,False
173.244.49.50,taiwan405,taiwan,Taiwan,TW,taiwan.privacy.network,True,meta,False
173.244.49.72,taiwan405,taiwan,Taiwan,TW,taiwan.privacy.network,True,ovpntcp,False
173.244.49.71,taiwan405,taiwan,Taiwan,TW,taiwan.privacy.network,True,ovpnudp,False
173.244.49.51,taiwan405,taiwan,Taiwan,TW,taiwan.privacy.network,True,wg,False
46.246.106.46,copenhagen408,denmark,DK Copenhagen,DK,denmark.privacy.network,True,ikev2,False
46.246.106.34,copenhagen408,denmark,DK Copenhagen,DK,denmark.privacy.network,True,meta,False
46.246.106.42,copenhagen408,denmark,DK Copenhagen,DK,denmark.privacy.network,True,ovpntcp,False
46.246.106.36,copenhagen408,denmark,DK Copenhagen,DK,denmark.privacy.network,True,ovpnudp,False
46.246.106.37,copenhagen408,denmark,DK Copenhagen,DK,denmark.privacy.network,True,wg,False
37.46.113.183,luxembourg412,lu,Luxembourg,LU,lu.privacy.network,True,ikev2,False
37.46.113.153,luxembourg412,lu,Luxembourg,LU,lu.privacy.network,True,meta,False
37.46.113.169,luxembourg412,lu,Luxembourg,LU,lu.privacy.network,True,ovpntcp,False
37.46.113.155,luxembourg412,lu,Luxembourg,LU,lu.privacy.network,True,ovpnudp,False
37.46.113.176,luxembourg412,lu,Luxembourg,LU,lu.privacy.network,True,wg,False
46.246.3.241,stockholm406,sweden_2,SE Streaming Optimized,SE,sweden-2.privacy.network,True,ikev2,False
46.246.3.220,stockholm406,sweden_2,SE Streaming Optimized,SE,sweden-2.privacy.network,True,meta,False
46.246.3.229,stockholm406,sweden_2,SE Streaming Optimized,SE,sweden-2.privacy.network,True,ovpntcp,False
46.246.3.228,stockholm406,sweden_2,SE Streaming Optimized,SE,sweden-2.privacy.network,True,ovpnudp,False
46.246.3.243,stockholm406,sweden_2,SE Streaming Optimized,SE,sweden-2.privacy.network,True,wg,False
217.138.193.153,dubai403,ae,United Arab Emirates,AE,ae.privacy.network,True,ikev2,False
45.9.250.46,dubai403,ae,United Arab Emirates,AE,ae.privacy.network,True,meta,False
217.138.193.152,dubai403,ae,United Arab Emirates,AE,ae.privacy.network,True,ovpntcp,False
217.138.193.153,dubai403,ae,United Arab Emirates,AE,ae.privacy.network,True,ovpnudp,False
217.138.193.146,dubai403,ae,United Arab Emirates,AE,ae.privacy.network,True,wg,False
84.252.93.14,bangladesh403,bangladesh,Bangladesh,BD,bangladesh.privacy.network,True,ikev2,False
84.252.93.2,bangladesh403,bangladesh,Bangladesh,BD,bangladesh.privacy.network,True,meta,False
84.252.93.5,bangladesh403,bangladesh,Bangladesh,BD,bangladesh.privacy.network,True,ovpntcp,False
84.252.93.7,bangladesh403,bangladesh,Bangladesh,BD,bangladesh.privacy.network,True,ovpnudp,False
84.252.93.15,bangladesh403,bangladesh,Bangladesh,BD,bangladesh.privacy.network,True,wg,False
154.6.151.44,melbourne429,aus_melbourne,AU Melbourne,AU,aus-melbourne.privacy.network,True,ikev2,False
154.6.151.3,melbourne429,aus_melbourne,AU Melbourne,AU,aus-melbourne.privacy.network,True,meta,False
154.6.151.47,melbourne429,aus_melbourne,AU Melbourne,AU,aus-melbourne.privacy.network,True,ovpntcp,False
154.6.151.44,melbourne429,aus_melbourne,AU Melbourne,AU,aus-melbourne.privacy.network,True,ovpnudp,False
154.6.151.42,melbourne429,aus_melbourne,AU Melbourne,AU,aus-melbourne.privacy.network,True,wg,False
154.6.13.14,massachusetts401,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,ikev2,False
154.6.13.2,massachusetts401,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,meta,False
154.6.13.14,massachusetts401,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,ovpntcp,False
154.6.13.13,massachusetts401,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,ovpnudp,False
154.6.13.25,massachusetts401,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,wg,False
94.156.14.26,sofia405,sofia,Bulgaria,BG,sofia.privacy.network,True,ikev2,False
94.156.14.1,sofia405,sofia,Bulgaria,BG,sofia.privacy.network,True,meta,False
94.156.14.20,sofia405,sofia,Bulgaria,BG,sofia.privacy.network,True,ovpntcp,False
94.156.14.15,sofia405,sofia,Bulgaria,BG,sofia.privacy.network,True,ovpnudp,False
94.156.14.2,sofia405,sofia,Bulgaria,BG,sofia.privacy.network,True,wg,False
154.6.85.27,indiana401,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,ikev2,False
154.6.85.2,indiana401,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,meta,False
154.6.85.6,indiana401,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,ovpntcp,False
154.6.85.7,indiana401,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,ovpnudp,False
154.6.85.27,indiana401,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,wg,False
154.6.13.142,newhampshire401,us_new_hampshire-pf,US New Hampshire,US,us-new-hampshire-pf.privacy.network,False,ikev2,False
154.6.13.130,newhampshire401,us_new_hampshire-pf,US New Hampshire,US,us-new-hampshire-pf.privacy.network,False,meta,False
154.6.13.137,newhampshire401,us_new_hampshire-pf,US New Hampshire,US,us-new-hampshire-pf.privacy.network,False,ovpntcp,False
154.6.13.149,newhampshire401,us_new_hampshire-pf,US New Hampshire,US,us-new-hampshire-pf.privacy.network,False,ovpnudp,False
154.6.13.148,newhampshire401,us_new_hampshire-pf,US New Hampshire,US,us-new-hampshire-pf.privacy.network,False,wg,False
185.253.162.25,cyprus404,cyprus,Cyprus,CY,cyprus.privacy.network,True,ikev2,False
185.253.162.15,cyprus404,cyprus,Cyprus,CY,cyprus.privacy.network,True,meta,False
185.253.162.25,cyprus404,cyprus,Cyprus,CY,cyprus.privacy.network,True,ovpntcp,False
185.253.162.26,cyprus404,cyprus,Cyprus,CY,cyprus.privacy.network,True,ovpnudp,False
185.253.162.24,cyprus404,cyprus,Cyprus,CY,cyprus.privacy.network,True,wg,False
154.6.81.15,littlerock401,us_arkansas-pf,US Arkansas,US,us-arkansas-pf.privacy.network,False,ikev2,False
154.6.81.2,littlerock401,us_arkansas-pf,US Arkansas,US,us-arkansas-pf.privacy.network,False,meta,False
154.6.81.20,littlerock401,us_arkansas-pf,US Arkansas,US,us-arkansas-pf.privacy.network,False,ovpntcp,False
154.6.81.27,littlerock401,us_arkansas-pf,US Arkansas,US,us-arkansas-pf.privacy.network,False,ovpnudp,False
154.6.81.19,littlerock401,us_arkansas-pf,US Arkansas,US,us-arkansas-pf.privacy.network,False,wg,False
165.231.182.79,talinn402,ee,Estonia,EE,ee.privacy.network,True,ikev2,False
165.231.182.69,talinn402,ee,Estonia,EE,ee.privacy.network,True,meta,False
165.231.182.76,talinn402,ee,Estonia,EE,ee.privacy.network,True,ovpntcp,False
165.231.182.73,talinn402,ee,Estonia,EE,ee.privacy.network,True,ovpnudp,False
165.231.182.81,talinn402,ee,Estonia,EE,ee.privacy.network,True,wg,False
95.181.238.9,bahamas404,bahamas,Bahamas,BS,bahamas.privacy.network,True,ikev2,False
95.181.238.2,bahamas404,bahamas,Bahamas,BS,bahamas.privacy.network,True,meta,False
95.181.238.12,bahamas404,bahamas,Bahamas,BS,bahamas.privacy.network,True,ovpntcp,False
95.181.238.12,bahamas404,bahamas,Bahamas,BS,bahamas.privacy.network,True,ovpnudp,False
95.181.238.6,bahamas404,bahamas,Bahamas,BS,bahamas.privacy.network,True,wg,False
154.6.89.154,mississippi401,us_mississippi-pf,US Mississippi,US,us-mississippi-pf.privacy.network,False,ikev2,False
154.6.89.130,mississippi401,us_mississippi-pf,US Mississippi,US,us-mississippi-pf.privacy.network,False,meta,False
154.6.89.141,mississippi401,us_mississippi-pf,US Mississippi,US,us-mississippi-pf.privacy.network,False,ovpntcp,False
154.6.89.152,mississippi401,us_mississippi-pf,US Mississippi,US,us-mississippi-pf.privacy.network,False,ovpnudp,False
154.6.89.148,mississippi401,us_mississippi-pf,US Mississippi,US,us-mississippi-pf.privacy.network,False,wg,False
37.19.197.185,newjersey420,us-streaming,US East Streaming Optimized,US,us-streaming.privacy.network,False,ikev2,False
37.19.197.159,newjersey420,us-streaming,US East Streaming Optimized,US,us-streaming.privacy.network,False,meta,False
37.19.197.187,newjersey420,us-streaming,US East Streaming Optimized,US,us-streaming.privacy.network,False,ovpntcp,False
37.19.197.183,newjersey420,us-streaming,US East Streaming Optimized,US,us-streaming.privacy.network,False,ovpnudp,False
37.19.197.169,newjersey420,us-streaming,US East Streaming Optimized,US,us-streaming.privacy.network,False,wg,False
146.70.15.33,malaysia401,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,ikev2,False
146.70.15.17,malaysia401,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,meta,False
146.70.15.18,malaysia401,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,ovpntcp,False
146.70.15.23,malaysia401,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,ovpnudp,False
146.70.15.25,malaysia401,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,wg,False
84.239.42.11,kiev408,ua,Ukraine,UA,ua.privacy.network,True,ikev2,False
